<<<<<<< HEAD
War,TV Movie,Animation,Mystery,Music,Romance,Horror,Fantasy,Western,History,Crime,Comedy,Drama,Family,Thriller,Action,Science Fiction,Foreign,Adventure,Documentary,id
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,38356
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,217
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,105864
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,62177
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,188927
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10681
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,5174
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,14161
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17979
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,76757
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,258489
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,411
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,246655
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,155
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,14160
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,15512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1726
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,44826
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,8487
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1735
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,297761
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2698
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,137113
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9804
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,14869
0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,150540
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,278927
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,10138
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,58595
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,102651
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,119450
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,79698
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,64686
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,100402
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,10192
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,158852
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,177572
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,82690
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5255
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,47933
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10191
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,296
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,118340
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,157336
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,27205
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,315011
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,49051
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,9799
0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4922
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,49538
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,131634
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,27022
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,503
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,241259
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,810
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,68735
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,87101
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10140
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,676
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1858
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1966
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,675
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,674
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8960
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,6479
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,118
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2062
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,272
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10527
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,18360
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2080
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,605
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,109445
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,604
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,76338
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,76341
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13448
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10195
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,13053
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,19585
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57165
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,62213
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,177677
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7978
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5559
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49444
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,10196
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,956
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,117251
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,50321
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,11619
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,266647
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,82703
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,652
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80321
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,36669
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,43074
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,95
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,608
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2310
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,140300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,56292
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,81188
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7552
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,616
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,147441
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,13475
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,557
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,82702
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,205584
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10048
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13183
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,944
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1927
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,72559
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,7364
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,2114
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1771
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,36643
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8619
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,50620
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,65759
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1724
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,267935
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,281957
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77950
0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,44896
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,270946
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2503
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,9502
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,102899
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,101299
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,228161
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,74
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,8961
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,417859
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27576
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,86834
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17578
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,673
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6972
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,82700
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10567
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,181533
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,38055
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,671
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,49524
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,131631
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,172385
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,36658
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,51497
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58574
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,18823
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,861
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1911
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,49040
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,415
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,8871
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,435
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,955
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2133
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1979
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87827
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1250
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,324668
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,9471
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,70981
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,10996
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,68724
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2789
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,97020
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,7459
0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,42888
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,37834
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,75612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1895
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1894
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,585
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,76170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1893
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,49519
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2395
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,12100
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,290595
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,98566
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,49047
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9619
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,308531
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,166424
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1593
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,254128
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,714
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2024
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,787
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,262500
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2567
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38745
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,40805
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53182
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,41513
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13700
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,262504
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,39254
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,77931
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1639
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,80274
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1571
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,120
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10204
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8489
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,10588
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2048
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1495
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,10137
0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10198
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,286217
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1635
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24113
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,9679
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,98
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,180
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,672
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,36557
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,869
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,280
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,11322
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4982
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,36955
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,18487
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39451
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,27581
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,9268
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,68718
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10545
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,11688
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,76163
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2059
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2486
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16523
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,116711
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,37710
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,9946
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1372
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,106646
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,414
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,563
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,83542
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,41216
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,314
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,184315
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,9016
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,18162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,138103
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,257088
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,10214
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,205775
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,11692
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,22972
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227973
0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,29193
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1734
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3131
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,76758
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9408
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,9890
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,855
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77953
